(y 918 542 549)
(y 1077 550 552)
(x 500 56 61)
(x 438 83 90)
(y 1128 528 549)
(x 501 30 42)
(y 1099 405 431)
(x 491 77 90)
(x 418 637 648)
(x 592 1165 1177)
(y 466 482 485)
(x 572 1570 1582)
(x 508 27 39)
(x 504 312 320)
(x 582 572 585)
(y 1616 584 590)
(x 487 121 124)
(x 562 369 380)
(x 450 183 189)
(y 1365 559 584)
(y 884 457 476)
(x 453 48 68)
(x 478 1545 1558)
(x 482 442 452)
(y 1440 436 439)
(x 488 1321 1330)
(x 580 1412 1422)
(x 419 21 38)
(y 761 432 436)
(y 1097 467 469)
(x 506 867 868)
(x 548 48 51)
(x 480 1090 1103)
(y 1017 496 511)
(x 541 971 980)
(x 448 1387 1398)
(x 411 59 82)
(x 494 97 107)
(y 1216 417 435)
(y 907 464 491)
(x 482 329 341)
(x 624 229 241)
(y 1419 539 559)
(y 126 501 525)
(y 607 513 516)
(y 588 490 498)
(x 493 362 364)
(x 474 1018 1032)
(x 612 611 625)
(x 467 1097 1100)
(y 101 471 475)
(x 598 952 973)
(y 124 484 487)
(x 464 1388 1398)
(x 570 560 575)
(x 578 1512 1514)
(y 1107 563 572)
(x 405 1028 1048)
(x 442 1384 1388)
(x 423 1626 1628)
(x 537 1573 1588)
(x 480 848 860)
(x 607 701 719)
(x 431 1432 1446)
(x 567 569 590)
(x 450 1370 1379)
(x 499 200 214)
(x 529 1508 1512)
(x 545 466 476)
(x 577 1005 1013)
(y 1463 599 601)
(x 446 243 245)
(x 420 783 792)
(x 486 762 775)
(x 601 148 151)
(y 1348 554 556)
(x 578 178 197)
(y 1164 508 525)
(y 383 478 481)
(y 518 509 511)
(y 368 481 501)
(x 618 1481 1490)
(x 591 1555 1572)
(x 480 1613 1626)
(x 475 1324 1335)
(x 406 873 875)
(x 481 806 816)
(x 572 77 82)
(y 1462 577 586)
(x 497 1164 1173)
(x 601 1120 1124)
(x 516 1096 1109)
(x 529 865 874)
(x 563 598 607)
(x 601 882 886)
(y 1631 416 437)
(y 343 409 437)
(x 612 1344 1357)
(x 427 510 518)
(y 1274 459 477)
(x 472 974 987)
(x 508 180 193)
(x 429 896 904)
(y 871 520 522)
(x 453 349 376)
(x 420 1139 1149)
(y 151 601 603)
(x 407 526 550)
(y 1504 555 559)
(x 432 955 967)
(x 602 980 991)
(x 516 602 607)
(x 544 1617 1626)
(y 1343 580 589)
(y 318 472 475)
(x 455 1140 1165)
(y 1007 421 444)
(x 427 618 631)
(y 189 499 502)
(x 435 1195 1216)
(x 510 419 433)
(y 297 571 576)
(x 453 1385 1395)
(x 511 996 1017)
(x 617 14 24)
(x 414 1562 1572)
(y 834 579 582)
(x 524 1222 1229)
(x 454 1409 1422)
(x 436 999 1002)
(x 520 917 933)
(x 415 1457 1471)
(x 475 1220 1228)
(y 48 542 548)
(x 620 785 798)
(x 601 496 518)
(y 1521 609 611)
(x 537 839 840)
(y 426 585 612)
(y 1109 516 525)
(x 611 1587 1599)
(x 589 570 581)
(x 615 58 64)
(x 623 1279 1307)
(y 631 427 443)
(y 904 406 429)
(x 577 348 361)
(x 537 1307 1329)
(y 840 537 550)
(x 600 1344 1357)
(x 427 1626 1628)
(x 623 981 991)
(x 565 225 236)
(x 492 1284 1297)
(y 82 498 501)
(y 399 574 581)
(x 491 893 907)
(x 436 1274 1301)
(x 513 1076 1081)
